,user_id,business_id,stars,name
2545,Chenreddy Raginireddy,2545,5,Tiki Shack
2546,Akanksha Kaushik,2546,5,Tiki Shack
2547,Sam,2547,1,Tiki Shack
2548,ClickEatXploreYo,2548,4,Tiki Shack
2549,Divaydugar,2549,2,Tiki Shack
2550,Vibhu Sharma,2550,4,Tiki Shack
2551,Rajesh Smileey,2551,3,Tiki Shack
2552,Anamay Tamrakar (Aman),2552,4,Tiki Shack
2553,Deepika,2553,4,Tiki Shack
2554,Pradeep,2554,2,Tiki Shack
2555,Siddharth Gopalam,2555,1,Tiki Shack
2556,Prachita Jayaswal,2556,5,Tiki Shack
2557,Nisarga Dutta,2557,4,Tiki Shack
2558,Sriram Reddy,2558,4,Tiki Shack
2559,Shuvroneel Mukherjee,2559,5,Tiki Shack
2560,Madhumita Paul,2560,1,Tiki Shack
2561,Bhushan,2561,1,Tiki Shack
2562,Simi Reddy,2562,4,Tiki Shack
2563,Anupam Jain,2563,1,Tiki Shack
2564,Kaushani Roy Choudhury,2564,5,Tiki Shack
2565,Aniruddha Patil,2565,1,Tiki Shack
2566,Chilugurishanthireddy,2566,5,Tiki Shack
2567,VIN,2567,1,Tiki Shack
2568,Komal Jain,2568,3,Tiki Shack
2569,Manojkumar D Nambisan,2569,4,Tiki Shack
2570,Manoj Gangwar,2570,1,Tiki Shack
2571,Aditya Reddy,2571,5,Tiki Shack
2572,Karthik,2572,5,Tiki Shack
2573,Ramana,2573,5,Tiki Shack
2574,Rahulinder Singh,2574,1,Tiki Shack
2575,Priyanka Paul,2575,5,Tiki Shack
2576,Sourav,2576,3,Tiki Shack
2577,Madhubanti Dasgupta,2577,5,Tiki Shack
2578,Neha Singh,2578,3,Tiki Shack
2579,Amith Varma Sagiraju,2579,4,Tiki Shack
2580,HyderabadFoodbloggers,2580,5,Tiki Shack
2581,Foodie On Wheels...,2581,5,Tiki Shack
2582,Sonu Tomar,2582,5,Tiki Shack
2583,Hareesh Sasanapuri,2583,5,Tiki Shack
2584,Avin Seth,2584,3,Tiki Shack
2585,Raja Srivathsav,2585,4,Tiki Shack
2586,Aishwarya Gupta,2586,5,Tiki Shack
2587,Deepak Arora,2587,4,Tiki Shack
2588,Mohan Kr,2588,5,Tiki Shack
2589,Vinay Yadav,2589,5,Tiki Shack
2590,Sneha Battula,2590,3,Tiki Shack
2591,Vikrant Nakhate,2591,4,Tiki Shack
2592,Nikhil Raj Tatikonda,2592,1,Tiki Shack
2593,Rahul Gupta,2593,3,Tiki Shack
2594,Madhava,2594,5,Tiki Shack
2595,Aruna Swetapadma,2595,4,Tiki Shack
2596,Shubham Dubey,2596,2,Tiki Shack
2597,HungerDaddy,2597,4,Tiki Shack
2598,Monica Tetali,2598,3,Tiki Shack
2599,Neha Patial,2599,5,Tiki Shack
2600,Uma Shankar,2600,4,Mustang Terrace Lounge
2601,Sai Krishna Thota,2601,5,Mustang Terrace Lounge
2602,Nakul.dhand420,2602,1,Mustang Terrace Lounge
2603,Sai Jagadeesh Battini,2603,1,Mustang Terrace Lounge
2604,Asha Tejaswini,2604,5,Mustang Terrace Lounge
2605,Amith Katta,2605,4,Mustang Terrace Lounge
2606,Td Dt,2606,1,Mustang Terrace Lounge
2607,Aman Kejriwal,2607,3,Mustang Terrace Lounge
2608,Aditya SAlunkhe,2608,4,Mustang Terrace Lounge
2609,Chenreddy Raginireddy,2609,3,Mustang Terrace Lounge
2610,Pramod Singh,2610,5,Mustang Terrace Lounge
2611,Sirisha Kandula,2611,5,Mustang Terrace Lounge
2612,Muthiki Sekhar,2612,5,Mustang Terrace Lounge
2613,Rahul Marpally,2613,5,Mustang Terrace Lounge
2614,Anil M,2614,5,Mustang Terrace Lounge
2615,Anil Reddy,2615,5,Mustang Terrace Lounge
2616,M Bonagiri,2616,5,Mustang Terrace Lounge
2617,Abhinav Kulshrestha,2617,4,Mustang Terrace Lounge
2618,Anusha Marpally,2618,5,Mustang Terrace Lounge
2619,Nimmy Gill,2619,1,Mustang Terrace Lounge
2620,Nithinesh Bodhanapu,2620,1,Mustang Terrace Lounge
2621,Gvr Varun,2621,1,Mustang Terrace Lounge
2622,Vasu Khatri,2622,1,Mustang Terrace Lounge
2623,Nikhil,2623,1,Mustang Terrace Lounge
2624,Bharathi,2624,1,Mustang Terrace Lounge
2625,Subha Mahapatra,2625,1,Mustang Terrace Lounge
2626,Sogathur Balaji,2626,1,Mustang Terrace Lounge
2627,Brijesh Mohanty,2627,1,Mustang Terrace Lounge
2628,Shashank,2628,1,Mustang Terrace Lounge
2629,Swapnil Tuljapurkar,2629,5,Mustang Terrace Lounge
2630,Prabhjot Sandhu,2630,3,Mustang Terrace Lounge
2631,Phani Dileep,2631,5,Mustang Terrace Lounge
2632,Nandita Agarwal,2632,4,Mustang Terrace Lounge
2633,Himika Saha,2633,3,Mustang Terrace Lounge
2634,Siddhanta Dey,2634,5,Mustang Terrace Lounge
2635,Chaitanya Bhagwat,2635,3,Mustang Terrace Lounge
2636,Sushant Negi,2636,4,Mustang Terrace Lounge
2637,DS Singal,2637,4,Mustang Terrace Lounge
2638,Usha P,2638,5,Mustang Terrace Lounge
2639,InLoveWithFood,2639,1,Mustang Terrace Lounge
2640,Chayan,2640,2,Mustang Terrace Lounge
2641,Ashima Saxena,2641,1,Mustang Terrace Lounge
2642,Hitesh Dutt,2642,1,Mustang Terrace Lounge
2643,Surya Cena,2643,4,Mustang Terrace Lounge
2644,Polimati Naveen Prasad,2644,4,Mustang Terrace Lounge
2645,Prachita Jayaswal,2645,3,Mustang Terrace Lounge
2646,FitFoodFad,2646,4,Mustang Terrace Lounge
2647,Pratichi Mohanty,2647,1,Mustang Terrace Lounge
2648,Kaushani Roy Choudhury,2648,4,Mustang Terrace Lounge
2649,Shambo Banerjee,2649,1,Mustang Terrace Lounge
2650,Harshita Khandelwal,2650,1,Mustang Terrace Lounge
2651,Ashwani Kumar,2651,5,Mustang Terrace Lounge
2652,Ankit Saraf,2652,4,Mustang Terrace Lounge
2653,Tarun Garg,2653,5,Mustang Terrace Lounge
2654,Akhila Akhi,2654,5,Mustang Terrace Lounge
2655,Kalinga Sarangi,2655,1,Mustang Terrace Lounge
2656,Aman,2656,3,Mustang Terrace Lounge
2657,Vaishu Pemmaraju,2657,4,Mustang Terrace Lounge
2658,Arijit Mondal,2658,3,Mustang Terrace Lounge
2659,Mimi,2659,3,Mustang Terrace Lounge
2660,Pruthvi Manyam,2660,5,Mustang Terrace Lounge
2661,Abhimanyu Padmaraj,2661,4,Mustang Terrace Lounge
2662,Anand Hari,2662,1,Mustang Terrace Lounge
2663,Jay Tripathy,2663,4,Mustang Terrace Lounge
2664,Shalu Singh,2664,5,Mustang Terrace Lounge
2665,Sudheer,2665,5,Mustang Terrace Lounge
2666,Meghna Mënoñ,2666,5,Mustang Terrace Lounge
2667,Hari Krishna,2667,1,Mustang Terrace Lounge
2668,Deepak Deepu,2668,4,Mustang Terrace Lounge
2669,Akansha Salampuria,2669,5,Mustang Terrace Lounge
2670,Venkat.Ch,2670,3,Mustang Terrace Lounge
2671,Santosh Kumar,2671,5,Mustang Terrace Lounge
2672,Prashant Bahuguna,2672,4,Mustang Terrace Lounge
2673,Amith Varma Sagiraju,2673,3,Mustang Terrace Lounge
2674,Vivek,2674,4,Mustang Terrace Lounge
2675,Gourmetlove,2675,3,Mustang Terrace Lounge
2676,Ankit Jain,2676,1,Mustang Terrace Lounge
2677,Prem Kalyan,2677,1,Mustang Terrace Lounge
2678,Shravan Punna,2678,4,Mustang Terrace Lounge
2679,Santosh Jena,2679,4,Mustang Terrace Lounge
2680,Satyaranjan Sahoo,2680,5,Mustang Terrace Lounge
2681,Koundinya Bhogaraju,2681,5,Mustang Terrace Lounge
2682,ManInGreen,2682,4,Mustang Terrace Lounge
2683,Pratheek Denny Padinjarathala,2683,3,Mustang Terrace Lounge
2684,Pratipurna Panda,2684,4,Mustang Terrace Lounge
2685,Varunkumar Reddy,2685,4,Mustang Terrace Lounge
2686,Narender Chand,2686,5,Mustang Terrace Lounge
2687,Manzar Jabbar Khan,2687,1,Mustang Terrace Lounge
2688,Akanksha Sengupta,2688,4,Mustang Terrace Lounge
2689,Shashi Saini,2689,1,Mustang Terrace Lounge
2690,Yashwanth Varakala,2690,4,Mustang Terrace Lounge
2691,Andrew Kithan,2691,1,Mustang Terrace Lounge
2692,Anuja Alkunte,2692,4,Mustang Terrace Lounge
2693,B Sridhara Subudhi,2693,4,Mustang Terrace Lounge
2694,Biswajit,2694,4,Mustang Terrace Lounge
2695,Parijat Ray,2695,4,Mustang Terrace Lounge
2696,RANA Goutham,2696,5,Mustang Terrace Lounge
2697,Mohit,2697,4,Mustang Terrace Lounge
2698,Vinay Vicky,2698,5,Mustang Terrace Lounge
2699,Meghana Pammi,2699,3,Mustang Terrace Lounge
2700,Kairamkonda Saikiran,2700,5,"3B's - Buddies, Bar & Barbecue"
2701,Saiswapnil,2701,5,"3B's - Buddies, Bar & Barbecue"
2702,Naveen,2702,5,"3B's - Buddies, Bar & Barbecue"
2703,K Praveen,2703,5,"3B's - Buddies, Bar & Barbecue"
2704,Sai,2704,5,"3B's - Buddies, Bar & Barbecue"
2705,Asit Kumar Panda,2705,5,"3B's - Buddies, Bar & Barbecue"
2706,Yalla Yaswanth Kumar,2706,5,"3B's - Buddies, Bar & Barbecue"
2707,Sandeep Bhol,2707,5,"3B's - Buddies, Bar & Barbecue"
2708,Sushree Sudarshana,2708,5,"3B's - Buddies, Bar & Barbecue"
2709,ABHI07💪,2709,5,"3B's - Buddies, Bar & Barbecue"
2710,Vinay,2710,5,"3B's - Buddies, Bar & Barbecue"
2711,Tony,2711,5,"3B's - Buddies, Bar & Barbecue"
2712,Vidya Sagar,2712,5,"3B's - Buddies, Bar & Barbecue"
2713,Irfan Khan,2713,5,"3B's - Buddies, Bar & Barbecue"
2714,Ricky Singh,2714,5,"3B's - Buddies, Bar & Barbecue"
2715,Charan Reddy,2715,5,"3B's - Buddies, Bar & Barbecue"
2716,Vineeth Mudiraj,2716,5,"3B's - Buddies, Bar & Barbecue"
2717,Prem Ranjan Jha,2717,5,"3B's - Buddies, Bar & Barbecue"
2718,Sooraj Kumar,2718,5,"3B's - Buddies, Bar & Barbecue"
2719,Saumyakanta Sahoo,2719,5,"3B's - Buddies, Bar & Barbecue"
2720,Manu,2720,5,"3B's - Buddies, Bar & Barbecue"
2721,Shobhit Pandey,2721,5,"3B's - Buddies, Bar & Barbecue"
2722,Milan,2722,5,"3B's - Buddies, Bar & Barbecue"
2723,Rajesh Kumar,2723,5,"3B's - Buddies, Bar & Barbecue"
2724,Seenu Takkan,2724,5,"3B's - Buddies, Bar & Barbecue"
2725,Sonali Patel,2725,5,"3B's - Buddies, Bar & Barbecue"
2726,Bharath,2726,5,"3B's - Buddies, Bar & Barbecue"
2727,Ashwik Lingampally,2727,5,"3B's - Buddies, Bar & Barbecue"
2728,Hima Kireeti,2728,5,"3B's - Buddies, Bar & Barbecue"
2729,Balaji Murali,2729,5,"3B's - Buddies, Bar & Barbecue"
2730,K.sravani,2730,5,"3B's - Buddies, Bar & Barbecue"
2731,Srikanth Raj,2731,5,"3B's - Buddies, Bar & Barbecue"
2732,Arindam Barman,2732,5,"3B's - Buddies, Bar & Barbecue"
2733,Veluru Shriya,2733,5,"3B's - Buddies, Bar & Barbecue"
2734,S Hari Krishna,2734,5,"3B's - Buddies, Bar & Barbecue"
2735,Aakash Kumar,2735,5,"3B's - Buddies, Bar & Barbecue"
2736,Bhavya,2736,5,"3B's - Buddies, Bar & Barbecue"
2737,Sudeep Pattanayak,2737,5,"3B's - Buddies, Bar & Barbecue"
2738,Akhil,2738,5,"3B's - Buddies, Bar & Barbecue"
2739,Srikanthchowdary Muppalla,2739,5,"3B's - Buddies, Bar & Barbecue"
2740,Lakshmi,2740,5,"3B's - Buddies, Bar & Barbecue"
2741,Hari Praveena,2741,5,"3B's - Buddies, Bar & Barbecue"
2742,Nannapaneni Kiran,2742,5,"3B's - Buddies, Bar & Barbecue"
2743,Sadgun Kumar,2743,5,"3B's - Buddies, Bar & Barbecue"
2744,MANISH GUDIMALLA,2744,5,"3B's - Buddies, Bar & Barbecue"
2745,VINAY KARAN REDDY NARRA,2745,5,"3B's - Buddies, Bar & Barbecue"
2746,Akshay Jaladi,2746,1,"3B's - Buddies, Bar & Barbecue"
2747,Sribhargava Sai Chowdary,2747,5,"3B's - Buddies, Bar & Barbecue"
2748,Bala Krishna,2748,2,"3B's - Buddies, Bar & Barbecue"
2749,Sunil Beura,2749,2,"3B's - Buddies, Bar & Barbecue"
2750,Adithya Boyapati,2750,5,"3B's - Buddies, Bar & Barbecue"
2751,Aravind Botla,2751,5,"3B's - Buddies, Bar & Barbecue"
2752,Venkat Peddineni,2752,5,"3B's - Buddies, Bar & Barbecue"
2753,Siva Reddy,2753,5,"3B's - Buddies, Bar & Barbecue"
2754,Anila Sai,2754,5,"3B's - Buddies, Bar & Barbecue"
2755,Sirisha ChowDary,2755,5,"3B's - Buddies, Bar & Barbecue"
2756,Sai Pranavi Billa,2756,5,"3B's - Buddies, Bar & Barbecue"
2757,Subramani Kishore,2757,5,"3B's - Buddies, Bar & Barbecue"
2758,Naga Swamy,2758,5,"3B's - Buddies, Bar & Barbecue"
2759,Diksha Kose,2759,5,"3B's - Buddies, Bar & Barbecue"
2760,Sai Kiran,2760,5,"3B's - Buddies, Bar & Barbecue"
2761,Raghu Ram Reddy,2761,5,"3B's - Buddies, Bar & Barbecue"
2762,JYOTHSNA DASI,2762,5,"3B's - Buddies, Bar & Barbecue"
2763,Syed Ammar Ali,2763,5,"3B's - Buddies, Bar & Barbecue"
2764,Mohammed Saad,2764,5,"3B's - Buddies, Bar & Barbecue"
2765,Sunil Pathak,2765,5,"3B's - Buddies, Bar & Barbecue"
2766,Arnab Sarkar,2766,5,"3B's - Buddies, Bar & Barbecue"
2767,Sachin Delrio,2767,2,"3B's - Buddies, Bar & Barbecue"
2768,Pranay Gupta,2768,5,"3B's - Buddies, Bar & Barbecue"
2769,Sampa Kundu,2769,5,"3B's - Buddies, Bar & Barbecue"
2770,Swati Singh,2770,5,"3B's - Buddies, Bar & Barbecue"
2771,Sreekanth SS,2771,5,"3B's - Buddies, Bar & Barbecue"
2772,Ajit Kumar,2772,2,"3B's - Buddies, Bar & Barbecue"
2773,Kpvs Nikhil,2773,5,"3B's - Buddies, Bar & Barbecue"
2774,Kumar,2774,5,"3B's - Buddies, Bar & Barbecue"
2775,Saiteja Rafael,2775,5,"3B's - Buddies, Bar & Barbecue"
2776,Surya Prakash Thotakura,2776,5,"3B's - Buddies, Bar & Barbecue"
2777,Subhajit,2777,5,"3B's - Buddies, Bar & Barbecue"
2778,SR Behera,2778,5,"3B's - Buddies, Bar & Barbecue"
2779,Amrit Prasad Patnaik,2779,5,"3B's - Buddies, Bar & Barbecue"
2780,SONIYA SINHA,2780,3,"3B's - Buddies, Bar & Barbecue"
2781,Jaideep Reddy,2781,5,"3B's - Buddies, Bar & Barbecue"
2782,Cheetirala Sruthi,2782,5,"3B's - Buddies, Bar & Barbecue"
2783,Naagaram Konakalla,2783,5,"3B's - Buddies, Bar & Barbecue"
2784,Sarath Erive,2784,5,"3B's - Buddies, Bar & Barbecue"
2785,The Burger Chef,2785,5,"3B's - Buddies, Bar & Barbecue"
2786,G Niharika,2786,5,"3B's - Buddies, Bar & Barbecue"
2787,M Bonagiri,2787,4,"3B's - Buddies, Bar & Barbecue"
2788,Malaya Panda,2788,5,"3B's - Buddies, Bar & Barbecue"
2789,Manjunath.krishnaswamy,2789,5,"3B's - Buddies, Bar & Barbecue"
2790,Arnav Agyeya,2790,5,"3B's - Buddies, Bar & Barbecue"
2791,Mukund Gandlur,2791,5,"3B's - Buddies, Bar & Barbecue"
2792,Vijay Akkenapally,2792,5,"3B's - Buddies, Bar & Barbecue"
2793,Pavan Varma,2793,5,"3B's - Buddies, Bar & Barbecue"
2794,Sai Chaitanya,2794,5,"3B's - Buddies, Bar & Barbecue"
2795,Etz Sai Prasad,2795,5,"3B's - Buddies, Bar & Barbecue"
2796,Harish Rao Thakkallapally,2796,5,"3B's - Buddies, Bar & Barbecue"
2797,Vikhilesh Vickey,2797,5,"3B's - Buddies, Bar & Barbecue"
2798,ABHISHEK,2798,1,"3B's - Buddies, Bar & Barbecue"
2799,Tarakitchand,2799,4,"3B's - Buddies, Bar & Barbecue"
2800,Fatima,2800,2,Behrouz Biryani
2801,Mithun Abe Mohan,2801,2,Behrouz Biryani
2802,Nilofar Sanade,2802,5,Behrouz Biryani
2803,S G K,2803,5,Behrouz Biryani
2804,MirzaFasahath AliBaig,2804,1,Behrouz Biryani
2805,Shyamu,2805,1,Behrouz Biryani
2806,Govind,2806,3,Behrouz Biryani
2807,Parimal Khatri,2807,4,Behrouz Biryani
2808,Krakeshkumar713,2808,1,Behrouz Biryani
2809,Anusha Punjala,2809,4,Behrouz Biryani
2810,Vamsy Sivaarcca,2810,1,Behrouz Biryani
2811,Rijithka,2811,1,Behrouz Biryani
2812,Azhar Syed,2812,1,Behrouz Biryani
2813,Kittu Dee Rider,2813,5,Behrouz Biryani
2814,Abdul Rehman,2814,5,Behrouz Biryani
2815,Karna Nair,2815,3,Behrouz Biryani
2816,Bhavya Vennampalli,2816,1,Behrouz Biryani
2817,Jai Gowttham,2817,5,Behrouz Biryani
2818,Anisha.thakur02,2818,1,Behrouz Biryani
2819,Sneh Tarang Randev,2819,3,Behrouz Biryani
2820,Ankija Agarwal Deorah,2820,5,Behrouz Biryani
2821,Khaane_mey_kya_hey By Rony Samuel,2821,4,Behrouz Biryani
2822,Nandini Bhattacharjee,2822,1,Behrouz Biryani
2823,Sagar Zanwar,2823,1,Behrouz Biryani
2824,Vishnu Vardan,2824,1,Behrouz Biryani
2825,Snehal Gautam,2825,3,Behrouz Biryani
2826,Anamay Tamrakar (Aman),2826,3,Behrouz Biryani
2827,Bhavani Sankar Raju Machiraju,2827,3,Behrouz Biryani
2828,MadhuKar Madhukar,2828,3,Behrouz Biryani
2829,Sam,2829,1,Behrouz Biryani
2830,Sritika Shekher,2830,2,Behrouz Biryani
2831,Nikita.ved,2831,2.5,Behrouz Biryani
2832,Chhetri Kumar Ramu,2832,5,Behrouz Biryani
2833,Banjit Das,2833,1,Behrouz Biryani
2834,Aman Agarwal,2834,5,Behrouz Biryani
2835,Farooq Imran Khan,2835,1,Behrouz Biryani
2836,Varma,2836,1,Behrouz Biryani
2837,Amit Pradhan,2837,1,Behrouz Biryani
2838,John Rajendran,2838,1,Behrouz Biryani
2839,Kattarajeswari,2839,5,Behrouz Biryani
2840,Thati Deepshikha,2840,5,Behrouz Biryani
2841,Sankalp Chokkarapu,2841,2,Behrouz Biryani
2842,Krishna Jangid,2842,1,Behrouz Biryani
2843,Shagoon Gurtata,2843,1,Behrouz Biryani
2844,Ashoku2018,2844,1,Behrouz Biryani
2845,Mayank Kalra,2845,1,Behrouz Biryani
2846,Sunkara Karuna,2846,1,Behrouz Biryani
2847,@foodie.amy6 | AMNA,2847,5,Behrouz Biryani
2848,Prasanna Daula,2848,4,Behrouz Biryani
2849,Srikanth Merugu,2849,1,Behrouz Biryani
2850,Aditya Kumar,2850,4,Behrouz Biryani
2851,Joydeep Barman,2851,4,Behrouz Biryani
2852,Sachin K,2852,1,Behrouz Biryani
2853,Abhilash Inumella,2853,1,Behrouz Biryani
2854,Garlicperiperi,2854,3,Behrouz Biryani
2855,Sainath Konapure,2855,1,Behrouz Biryani
2856,SONIYA SINHA,2856,4,Behrouz Biryani
2857,Hari Talla,2857,4,Behrouz Biryani
2858,Ramu,2858,1,Behrouz Biryani
2859,Kalyan Madduru,2859,4,Behrouz Biryani
2860,Naresh Kumar Dhotre,2860,2,Behrouz Biryani
2861,Sai,2861,4,Behrouz Biryani
2862,Ravina Panthri,2862,5,Behrouz Biryani
2863,Ankita Shilpa,2863,4,Behrouz Biryani
2864,Chinni Vijay,2864,5,Behrouz Biryani
2865,Amar,2865,4,Behrouz Biryani
2866,SHYAMAL,2866,4,Behrouz Biryani
2867,Subbu G,2867,5,Behrouz Biryani
2868,Rohan Shah,2868,1,Behrouz Biryani
2869,Sudhir,2869,1,Behrouz Biryani
2870,Chinni Vijay,2870,5,Behrouz Biryani
2871,Niveditha Reddy,2871,2,Behrouz Biryani
2872,Saravana Kumar,2872,1,Behrouz Biryani
2873,Krishna Krishna,2873,5,Behrouz Biryani
2874,Jyoti Kothari,2874,5,Behrouz Biryani
2875,Sabyasachi Mohanty,2875,5,Behrouz Biryani
2876,Naveen Yavvari,2876,2,Behrouz Biryani
2877,Nageswar R,2877,2,Behrouz Biryani
2878,Esli Jacinth,2878,5,Behrouz Biryani
2879,Achyuth,2879,5,Behrouz Biryani
2880,Shubam,2880,5,Behrouz Biryani
2881,Venkat Varma Indukuri,2881,2,Behrouz Biryani
2882,CHITTA NIKHILA,2882,1,Behrouz Biryani
2883,Shreyansh Sahay,2883,1,Behrouz Biryani
2884,Sanjeet Kumar Bhukta,2884,5,Behrouz Biryani
2885,Teja,2885,4,Behrouz Biryani
2886,Deepa Arora,2886,4,Behrouz Biryani
2887,Praveen Sai,2887,1,Behrouz Biryani
2888,Sree Leela,2888,4,Behrouz Biryani
2889,Varallika Mehta,2889,5,Behrouz Biryani
2890,Vuyyuru Surendra,2890,1,Behrouz Biryani
2891,Wasim Raja Khan,2891,5,Behrouz Biryani
2892,Korapati Abhishikth,2892,1,Behrouz Biryani
2893,Prasad,2893,1,Behrouz Biryani
2894,Priya Shrivastav,2894,4,Behrouz Biryani
2895,Rajashekar Chary,2895,3,Behrouz Biryani
2896,Jigar Soni,2896,1,Behrouz Biryani
2897,Sharuk,2897,1,Behrouz Biryani
2898,Satya Prasad,2898,5,Behrouz Biryani
2899,Vijayguns,2899,4,Behrouz Biryani
2900,Djy,2900,5,Hunger Maggi Point
2901,Deepali,2901,4,Hunger Maggi Point
2902,Aditi Bhaiji,2902,3,Hunger Maggi Point
2903,Pavan,2903,5,Hunger Maggi Point
2904,Pallavi Mitra,2904,1,Hunger Maggi Point
2905,Buddiga Sindhuri,2905,4,Hunger Maggi Point
2906,Prabhat Ray,2906,1,Hunger Maggi Point
2907,Akshara Veera,2907,3,Hunger Maggi Point
2908,Sudha.sparkles,2908,2,Hunger Maggi Point
2909,Prasun Gokhlani,2909,4,Hunger Maggi Point
2910,Mahathi Natva,2910,4,Hunger Maggi Point
2911,SamSudha Mastan,2911,5,Hunger Maggi Point
2912,Shalini Mukherjee,2912,4,Hunger Maggi Point
2913,Khushboo Pandey,2913,5,Hunger Maggi Point
2914,Umed Mohammed,2914,4,Hunger Maggi Point
2915,Tharun Kumar,2915,5,Hunger Maggi Point
2916,Vishnu Vardhan Nerella,2916,4,Hunger Maggi Point
2917,Gauri Srivastava,2917,1,Hunger Maggi Point
2918,Indradipta Sardar,2918,4,Hunger Maggi Point
2919,Nillu,2919,4,Hunger Maggi Point
2920,Charan Reddy,2920,3,Hunger Maggi Point
2921,Amatullah (Lifeofafoody),2921,3,Hunger Maggi Point
2922,Anupam Agarwal,2922,3,Hunger Maggi Point
2923,Ana Kochila,2923,2,Hunger Maggi Point
2924,Gayatri Tandon,2924,2,Hunger Maggi Point
2925,Sanjeev Kiran,2925,2,Hunger Maggi Point
2926,Ramyasree A,2926,3,Hunger Maggi Point
2927,Udita,2927,1,Hunger Maggi Point
2928,Kumar Biswajit Swain,2928,1,Hunger Maggi Point
2929,Uday Teja,2929,2,Hunger Maggi Point
2930,Tagore Reddy,2930,3,Hunger Maggi Point
2931,Abhi,2931,3,Hunger Maggi Point
2932,Sabyasachi De,2932,5,Hunger Maggi Point
2933,Shreyoshi Mandal,2933,4,Hunger Maggi Point
2934,Sardar Prabhujeeth Singh,2934,5,Hunger Maggi Point
2935,Sachin Garg,2935,5,Hunger Maggi Point
2936,Supriya Verma,2936,3,Hunger Maggi Point
2937,Shilpi Rani,2937,1,Hunger Maggi Point
2938,Sainadh Tankala,2938,1,Hunger Maggi Point
2939,Kolani Nikhila,2939,1,Hunger Maggi Point
2940,Subhanjan Ray,2940,1,Hunger Maggi Point
2941,Susmitha Illa,2941,2,Hunger Maggi Point
2942,John Son,2942,5,Hunger Maggi Point
2943,Ashok Prabhakaran,2943,3,Hunger Maggi Point
2944,Kaushik Padmanaban,2944,5,Hunger Maggi Point
2945,PADMANABHAM JAYAVARAPU,2945,1,Hunger Maggi Point
2946,Sarat Reddy,2946,1,Hunger Maggi Point
2947,Madhabi Bagdi,2947,5,Hunger Maggi Point
2948,Rajendra Varma,2948,4,Hunger Maggi Point
2949,Urmila Mamidi,2949,1,Hunger Maggi Point
2950,Gsanoj50,2950,5,Hunger Maggi Point
2951,Asraahmad22,2951,3,Hunger Maggi Point
2952,Supriya Verma,2952,4,Hunger Maggi Point
2953,Abhishek Jain,2953,3,Hunger Maggi Point
2954,Tarun.pittu18,2954,5,Hunger Maggi Point
2955,Raynamitra,2955,3,Hunger Maggi Point
2956,Pawan Jaiswal,2956,1,Hunger Maggi Point
2957,Parimal Khatri,2957,4,Hunger Maggi Point
2958,Aditya,2958,1,Hunger Maggi Point
2959,Venkatesh Gotti,2959,5,Hunger Maggi Point
2960,Swati2012pathak,2960,5,Hunger Maggi Point
2961,Kanika Sharma,2961,5,Hunger Maggi Point
2962,Vonkayi23,2962,5,Hunger Maggi Point
2963,Saumya Sahay,2963,1,Hunger Maggi Point
2964,Hungry Soul,2964,4,Hunger Maggi Point
2965,Rapid Quotient,2965,1,Hunger Maggi Point
2966,Lalitha,2966,1,Hunger Maggi Point
2967,Mahesh Thamisetti,2967,4,Hunger Maggi Point
2968,Sssgowtham061,2968,2,Hunger Maggi Point
2969,AKSHAY NDA,2969,5,Hunger Maggi Point
2970,Abhro Gayen,2970,4,Hunger Maggi Point
2971,Yasaswini Paluri,2971,1,Hunger Maggi Point
2972,Madagiri Mahesh Kumar,2972,5,Hunger Maggi Point
2973,Venkatesh Prasad,2973,4,Hunger Maggi Point
2974,Ashwini Aute,2974,5,Hunger Maggi Point
2975,Hamsini A,2975,5,Hunger Maggi Point
2976,Gokkulan Royalcivil,2976,5,Hunger Maggi Point
2977,Sanz,2977,2,Hunger Maggi Point
2978,Sairaj Subhadarshan,2978,1,Hunger Maggi Point
2979,Rachana Sowndariya,2979,5,Hunger Maggi Point
2980,Yum Yum YUMMY !,2980,3,Hunger Maggi Point
2981,Abhinav Baloni,2981,1,Hunger Maggi Point
2982,Tarun Kumar Patra,2982,1,Hunger Maggi Point
2983,Shivendra Singh,2983,1,Hunger Maggi Point
2984,Subash Reddy,2984,2,Hunger Maggi Point
2985,Bilal,2985,5,Hunger Maggi Point
2986,Ramyasree A,2986,2,Hunger Maggi Point
2987,Jerusha,2987,3,Hunger Maggi Point
2988,Sameera,2988,2,Hunger Maggi Point
2989,Mohammad Waseem,2989,3,Hunger Maggi Point
2990,Ashwini Aute,2990,5,Hunger Maggi Point
2991,Mukesh Verma,2991,5,Hunger Maggi Point
2992,Ashwini Aute,2992,5,Hunger Maggi Point
2993,Gautham Maheswaran,2993,3,Hunger Maggi Point
2994,Shibu Messi,2994,1,Hunger Maggi Point
2995,Anusha Ravi,2995,1,Hunger Maggi Point
2996,Sanil Raj,2996,5,Hunger Maggi Point
2997,Anjali Krishna,2997,1,Hunger Maggi Point
2998,Srinivas Donthula,2998,1,Hunger Maggi Point
2999,Anjani Shyam,2999,5,Hunger Maggi Point
3000,Binnani,3000,3,Pot Pourri
3001,Sravani,3001,5,Pot Pourri
3002,Arunraj R,3002,4,Pot Pourri
3003,Asha Tejaswini,3003,1,Pot Pourri
3004,Chandrasekhar Dasika,3004,1,Pot Pourri
3005,Saikrishna Javvaji,3005,4,Pot Pourri
